Node_id ; adjacency_list
2144031579 > [2308213162]
2144031577 > [2144031585, 2144031569]
746324207 > [746323047, 746323374]
2144031576 > [2144031580, 2144031573]
2144031581 > [2144031572]
2144031580 > [2144031589, 2144031576]
2144031570 > [2144031573, 2144031568]
4181054895 > [4181047384, 747967884]
2144031569 > [2144031577, 2308213115]
2144031568 > [2144031570, 2144031567]
2144031573 > [2144031576, 2144031570]
746324195 > [746322808, 746324003]
2144031572 > [2144031581, 2308213135]
346109952 > [4074735120]
356333973 > [5269701298, 356334086]
2144031585 > [2308213147, 2144031577]
2144031584 > [2144031554]
2144031589 > [2144031580]
2876082141 > [2876082133, 2876082132]
2876082140 > [3484179920]
746324174 > [746322618]
2144031609 > [2308213177, 2144031614]
2876082143 > [2876082134]
2876082142 > [845587728, 984105112]
2144031614 > [2144031609]
2876082136 > [2125985609, 2125985588]
2876082139 > [2876082149, 852661438]
746324164 > [746322772, 746323301]
2144031603 > [2308213175, 2308213176]
2876082133 > [2924384840, 2876082141]
2876082132 > [2876082141, 2125985625]
3941320273 > [3401735577]
1356299373 > [1356298785, 1356299151]
2876082134 > [2876082143]
3941320272 > [276573764]
2144031606 > [2308213176, 2308213177]
746324157 > [746324780, 746324143]
2144031502 > [2135165192]
2144031501 > [2135165193, 2135165178]
2289935532 > [2289935527, 2289935511]
2144031514 > [2308213108, 2308213104]
746324143 > [746324157, 746324611]
2289935534 > [2289935514]
2289935529 > [2289935523]
5274867388 > [346215517, 1402105959]
1356299266 > [1356298672, 1356299703]
2289935528 > [2289935489, 2289935523]
2289935531 > [2289935521]
2144031517 > [2144031543, 2308213108]
1356299264 > [1548670271, 1356300153]
2289935525 > [2293634637, 2289935527]
746324134 > [746324157, 746324600]
2289935527 > [2289935525, 2289935532]
2289935526 > [2289935521, 756000814]
2289935521 > [2293634636, 2289935526]
746324129 > [746322736, 746323260]
2289935523 > [2289935528]
2144031508 > [2308213095, 2308213093]
2144031530 > [2144031537, 2144031526]
2144031535 > [2308213112, 2144031534]
2144031534 > [2144031535, 2144031538]
746324122 > [746324740, 746323254]
2144031533 > [2144031524, 2144031536]
2289935515 > [2289935505, 2289935523]
2289935514 > [2289935534, 2289935511]
2289935511 > [2289935514]
746324112 > [746323188, 746324780]
2289935505 > [2289935488, 2289935515]
2144031526 > [2144031530, 2144031524]
2289935504 > [2289935495]
2289935507 > [2289935511, 2289935502]
2144031524 > [2144031526, 2144031533]
2289935506 > [2289935493]
2144031546 > [357878192, 357878195]
2144031545 > [2144031561, 2308213116]
3878407129 > [3704978326, 3809453556]
2289935502 > [2289935507, 2289935527]
3878407128 > [3704978329, 3878407126]
3585603907 > [3585603896, 3585603903]
2144031551 > [2144031550]
2144031550 > [2308213121, 2144031551]
3585603904 > [3585603897, 519560033]
2289935493 > [2289935506]
4181054925 > [746266581, 746265338]
2144031538 > [2144031534, 2144031542]
2144031537 > [2144031530]
2289935495 > [2289935504]
2289935494 > [357881471, 412909501]
2144031536 > [2144031533, 2308213112]
2289935489 > [2289935481, 2289935528]
2144031543 > [2308213115, 2144031517]
3878407127 > [3878407126, 3704978333]
2144031542 > [2144031538, 2308213121]
2289935488 > [2289935486, 2289935505]
3878407126 > [3878407128, 3878407127]
746324349 > [746323198, 746323531]
3098252719 > [5074936927, 5074936814]
3098252718 > [3098252720, 3098252721]
3098252717 > [3098252720, 3258061437]
1868186194 > [1868185124, 1868185132]
1868186195 > [1868186158]
2069583447 > [2069583419, 2069583475]
2069583445 > [2069583393]
2161028545 > [2161028543, 2161028576]
3098252723 > [1541519044]
3098252721 > [3098252718, 3143491288]
4064665438 > [4925736094, 1217731219]
3098252720 > [3320833425]
4064665433 > [1380534826, 4925736093]
3098252727 > [3098252724, 366580884]
3098252724 > [3098252723, 3098252727]
4064665434 > [4330298723]
2161028591 > [2161028576, 2161028609]
2069583481 > [1807030790, 1807023775]
4064665441 > [1217716679, 5117322882]
2069583475 > [2069583447]
2069583473 > [2069583456, 2069583489]
2161028576 > [2161028545, 2161028591]
1868186229 > [1868185124]
2069583465 > [2069583417]
2069583468 > [2069583391, 2069583550]
2069583459 > [2069583390, 2069583537]
2069583457 > [1807023769, 762949036]
2069583456 > [2069583473]
746324287 > [746322928, 746323477]
2069583391 > [2069583468]
2069583390 > [2069583459]
2069583388 > [2069583394]
746324274 > [746322917, 746323480]
520106586 > [415671601]
1356299703 > [1356299266, 1356299474]
2069583419 > [2069583405, 2069583447]
2069583417 > [2069583401, 2069583465]
2161028520 > [759841244, 759841252]
2069583412 > [2069583406, 1807023765]
520106608 > [4772855196, 761891953]
2069583402 > [2069583401, 2069583405]
2161028543 > [2161028545]
2069583401 > [2069583397, 2069583402]
1868186158 > [1868185729]
2069583406 > [2069583405, 2069583412]
2069583405 > [2069583402, 2069583406]
2069583395 > [2069583394, 2069583397]
2069583394 > [2069583393, 2069583395]
346110424 > [2664673780]
2069583393 > [1807023754, 2069583394]
2069583397 > [2069583395, 2069583401]
2069583579 > [1807030799, 2069347598]
4794757195 > [4794757197]
2069583576 > [2069583590, 1807030797]
1514371015 > [1514370997, 1514371028]
1356299603 > [1356299151, 1356300072]
2069583583 > [2069583581, 2069583588]
2069583581 > [2069583554]
771489914 > [751617598, 2367371541]
4794757197 > [4794757195]
2069583571 > [417858797, 2069583551]
2069583575 > [2069583553]
1514371031 > [1514371028, 1514371044]
1868186316 > [1868185302, 1868185449]
1514371028 > [1514371015, 1514371031]
2069583554 > [1807030791, 2069583581]
2069583553 > [2069583534, 2069583575]
1868186305 > [1868186369, 4360986618]
1868186310 > [1868185546, 2043366847]
1862681255 > [356717052]
1868186363 > [1868185779]
1514371044 > [1514371031, 1514371051]
1514371051 > [1514371044, 1514371056]
1514371059 > [1514371057, 1514371067]
1514371058 > [1514371056, 1514371057]
1514371057 > [1514371058, 1514371059]
746324431 > [746322702]
1514371056 > [1514371051, 1514371058]
2969738417 > [2969738424]
2969738422 > [2969739134]
2969738421 > [2969739134]
1514371067 > [1514371059, 1514371078]
2969738424 > [2969738417]
1868186337 > [1868184996, 1868186195]
2069583590 > [2069583576]
2069583588 > [2069583583]
2069583516 > [2069583504, 2069583535]
346110314 > [762990660, 346110318]
2069583504 > [2069583489, 2069583516]
746324402 > [746323019, 746323012]
346110318 > [346110314, 346110320]
346110320 > [346110318, 4063200831]
346110322 > [4063200831, 766260906]
1868186249 > [2043366945]
746324395 > [746323012, 746324705]
2069583489 > [2069583473, 2069583504]
346110275 > [1534472430]
2069583551 > [2069583571, 1807030790]
746324377 > [746323706, 746323553]
2069583550 > [2069583468]
346110281 > [4063200802]
2069583537 > [2069583459]
2069583542 > [3710663436]
4799017978 > [4799017976, 2334080034]
4799017976 > [356765080, 4799017978]
746324366 > [3201252358]
4799017977 > [4799017976]
2069583535 > [2069583516, 3710663436]
746324361 > [746322981, 746323541]
2069583534 > [1807030790, 1807030791]
4799017980 > [2334080034, 2334080037]
1514370997 > [1514371015]
4799017981 > [4799017980]
4799017970 > [458715657, 357390653]
1356299564 > [1356299098, 1356300056]
4799017974 > [2334080041]
346110301 > [3993532336]
573705267 > [573705263, 573705277]
746324600 > [746324134]
1509718005 > [1509717976, 1509718032]
2017875532 > [1457454886]
1868185937 > [1868185386]
573705277 > [573705267, 573705287]
1356299973 > [1356299474, 1356298785]
573705248 > [573705242, 573705258]
746324587 > [746323260, 746323569]
573705258 > [573705248, 573705260]
746324581 > [746323254, 746323756]
1868185927 > [2043366847]
573705263 > [573705260, 573705267]
573705260 > [573705258, 573705263]
573705232 > [573705224, 573705237]
4798231516 > [2964202478, 3022758470]
1509717976 > [1509717962, 1509718005]
573705237 > [573705232, 573705242]
573705242 > [573705237, 573705248]
1836073817 > [346072734, 862655215]
356334359 > [356334238, 356334562]
1836073818 > [5085063025, 4865792333]
1509717960 > [1509717933, 1509717962]
1509717962 > [1509717960, 1509717976]
573705221 > [573705215, 573705224]
454047017 > [454033338, 454033346]
573705224 > [573705221, 573705232]
746324544 > [746323198, 746323713]
1868185958 > [4360986618, 1868184996]
346110689 > [346110688, 346110691]
346110688 > [1305622665, 346110689]
346110691 > [346110689, 346110693]
346110693 > [346110691, 4360280866]
346110694 > [346110789]
746324533 > [5245176050, 746323703]
1509717933 > [1509717883, 1509717960]
573705315 > [573705313, 573705318]
573705313 > [573705310, 573705315]
573705318 > [573705315, 573705160]
276577833 > [276577830, 276578107]
276577830 > [276577833]
573705298 > [573705295, 573705300]
573705303 > [573705300, 573705306]
573705300 > [573705298, 573705303]
573705306 > [573705303, 573705310]
573705310 > [573705306, 573705313]
346110677 > [4074811749]
573705287 > [573705277, 573705291]
746324490 > [746323100, 746323886]
573705291 > [573705287, 573705294]
573705294 > [573705291, 573705295]
2969739134 > [2969738422]
346110684 > [4074811749]
573705295 > [573705294, 573705298]
2969739135 > [2969739143]
2969739139 > [2969739141, 2969739134]
3653236542 > [3653236541, 1793025983]
2053985519 > [2053985795, 2053985596]
3653236541 > [3040624694, 3653236542]
418526838 > [418526837, 513407576]
2969739142 > [2969739150, 2969739141]
418526839 > [418527078]
2969739143 > [2969739135, 2969739145]
418526837 > [418526838]
1509717883 > [1509717864, 1509717933]
2053985514 > [2053985524, 2053985779]
2969739141 > [2969739142, 2969739139]
2969739146 > [2969739145, 2969739150]
2053985508 > [2053985693, 2053985735]
2969739147 > [2969739161]
2969739145 > [2969739159]
2969739150 > [2969739146]
2053985504 > [2053985639, 2053985482]
418526818 > [418526824, 418526814]
2053985533 > [2053985783, 2053985581]
2969739154 > [4807697065]
418526816 > [418526815]
2969739152 > [2969739178, 2964206957]
1356299844 > [1356300056, 1356298672]
1509717864 > [1509717829, 1509717883]
2969739158 > [2969739156]
2969739159 > [2969739156, 2969739145]
2969739156 > [2969739158, 2969739159]
418526826 > [418526825, 418526827]
2053985525 > [2053985631, 1278902208]
2969739162 > [2969739172]
418526827 > [418526826, 418526828]
2053985524 > [2053985582, 2053985514]
3279678946 > [3279680111, 3279678943]
418526824 > [418526818]
418526825 > [418526824, 418526826]
2969739161 > [2969739147]
3989291868 > [3989265869, 3989291865]
418526830 > [418526829]
3279678951 > [3279678936, 3279680086]
3989291867 > [3989291866, 3989291868]
418526831 > [418526824]
746324705 > [746324395]
3989291866 > [3989291865, 3989291867]
418526828 > [418526827, 418526829]
1868186052 > [1868185729]
2969739164 > [2969739168, 2969739150]
3989291865 > [3989291868, 3989291866]
418526829 > [418526828, 418526830]
2969739170 > [2969739169, 2969739173]
3279678938 > [3279678930, 3279680075]
2969739168 > [2969739172, 2969739169]
2969739169 > [2969739192]
3279678936 > [3279678951]
746324696 > [746323374, 746323874]
2969739174 > [2969739173, 2969739177]
3279678943 > [3279678935]
2969739172 > [2969739162, 2969739168]
2053985482 > [2053985504, 2053985724]
2969739173 > [2969739197]
2053985477 > [1278902250, 1278902214]
2969739178 > [2964206981, 2969739152]
3279678930 > [3279678929, 3279678938]
3279678929 > [3279680115]
2053985478 > [2053985463, 2053985536]
2969739177 > [2969739174, 2969739186]
418526814 > [418553519, 418553518]
3279678935 > [3279678943, 3279678933]
418526815 > [418526816, 418553519]
746324689 > [746323012, 746322973]
2969739180 > [2968575344, 4807697065]
3279678933 > [3279678935]
418526813 > [418553518, 357993299]
2053985474 > [2053985705, 2053985468]
2969739181 > [2969739205, 2969739184]
2969739186 > [2969739177, 2969739190]
2969739187 > [2969739184, 2969739188]
2969739184 > [2969739181, 2969739187]
2053985497 > [2053985668]
2969739190 > [2969739219]
2969739188 > [2969739187, 2969739189]
2969739189 > [2969739188, 2969739195]
2969739194 > [2969739190, 2969739200]
1509717829 > [1509717802, 1509717864]
2053985492 > [2053985662, 2053985638]
2969739195 > [2969739217]
2053985495 > [2053985540, 2053985791]
2969739192 > [2969739169]
2969739196 > [2969739207]
2969739197 > [2969739173]
2969739203 > [2969739200, 2969739204]
2969739200 > [2969739194, 2969739203]
3421168936 > [3421168935, 3421168937]
3421168937 > [2007789990, 633573012]
2053985454 > [2053985458, 2053985735]
2969739201 > [2969739225, 2968575344]
2969739206 > [2969739205, 2969739210]
2969739207 > [355951077, 2969739221]
2969739204 > [2969739224]
2969739205 > [2969739204, 2969739206]
2969739210 > [2969739206, 2969739216]
2969739211 > [2969739220]
3421168931 > [3421168918, 3421168932]
3082197373 > [3082204793, 3082649765]
3279678903 > [3279678901]
3421168934 > [3421168933, 3421168935]
3421168935 > [3421168934, 3421168936]
3279678901 > [3279678903]
3421168932 > [3421168931, 3421168933]
2161028609 > [2161028591, 2161028631]
2969739213 > [2969739216, 2969739217]
3082197369 > [4881308896, 3082189242]
3421168933 > [3421168932, 3421168934]
2969739218 > [2969739217, 2969739225]
2053985468 > [2053985474, 2053985754]
2969739219 > [2969739190, 2969739220]
2053985471 > [2053985679]
2969739216 > [2969739210, 2969739213]
2161028637 > [2161028635, 2161028648]
2969739217 > [2969739195]
2161028634 > [2161028631, 2161028635]
2161028635 > [2161028634, 2161028637]
1509717802 > [1509717767, 1509717829]
2969739220 > [2969739219, 4561157712]
2969739221 > [2969739207, 2968586481]
2053985461 > [2053985708]
2969739226 > [2969739230]
2161028631 > [2161028609, 2161028634]
2969739227 > [2969739229, 2969739200]
2053985463 > [2159938391, 2053985478]
3279678881 > [3279678871, 346039637]
2969739224 > [2969739204]
2969739225 > [2969739218, 2969739233]
2969739230 > [2969739231, 2969739226]
2053985456 > [2053985671, 2053985704]
2969739231 > [2969739240, 2969739230]
2969739228 > [2969739220, 2969739229]
356334562 > [356334359, 290664338]
2053985458 > [2053985454]
2969739229 > [2969739228, 2969739234]
2969739234 > [2969739229, 2969739236]
2969739233 > [2969739225, 2969739247]
2161028651 > [2161028648]
2969739239 > [4561157714, 2969739234]
2161028648 > [2161028637, 2161028651]
2969739236 > [2969739234, 2969739240]
2969739237 > [864280703, 2968586483]
2969739242 > [2969739240]
2969739243 > [2968586483, 2473061451]
2969739240 > [2969739236, 2969739231]
4240953901 > [4240949569, 519128114]
3279678871 > [3279678870, 3279678881]
2969739246 > [2969739245]
3279678870 > [3279678869, 3279678871]
2969739247 > [2969739233]
3279678869 > [748057363, 3279678870]
2969739245 > [2969739246]
746324621 > [746323301, 746323602]
3421168920 > [3421168919, 3421168921]
3421168921 > [3421168920, 3421168913]
746324618 > [746323541]
3421168914 > [3421168913, 3421168915]
3421168915 > [3421168914, 3421168916]
3421168912 > [1940970483, 3421168913]
1509717767 > [1921759415, 1509717802]
3421168913 > [3421168912, 3421168914]
3421168918 > [3421168917, 4350849001]
3421168919 > [4350849002, 3421168920]
3421168916 > [3421168915, 3421168917]
746324611 > [746324143]
3421168917 > [3421168916, 3421168918]
2053985645 > [2159938418, 2159938431]
2053985647 > [2053985756, 2053985704]
2224663455 > [2224663564]
2053985642 > [2053985702, 2053985497]
2053985636 > [2053985573, 2053985572]
2053985639 > [2053985504]
2053985638 > [2053985492, 2053985711]
2053985633 > [2053985660]
5321396769 > [5277020912, 5277020911]
2053985660 > [2053985633, 2053985830]
2053985663 > [2053985828, 2053985790]
2053985662 > [2053985735, 2053985492]
2053985657 > [2053985556]
2053985652 > [415938385]
2053985655 > [2053985716, 2053985582]
2053985654 > [2053985733, 2053985825]
2053985649 > [2053985725, 2053985594]
2664673779 > [2664673777]
2664673777 > [2755497150, 2664673779]
2053985610 > [2053985589, 2053985662]
2664673780 > [2755497150]
2053985605 > [2053985761, 2053985820]
2053985607 > [1278902232]
2053985600 > [2053985556, 2053985671]
5321396765 > [1729024756, 290663393]
2053985631 > [2053985692, 2053985525]
2053985630 > [2053985828]
2053985625 > [2053985597]
276578118 > [276578097]
2053985623 > [2053985780]
356334086 > [356333973, 356334238]
2053985622 > [2053985801, 2053985705]
276578112 > [276578296, 276578113]
276578113 > [276578112, 276578114]
276578114 > [276578113, 276578115]
276578115 > [276578114, 276612593]
2053985618 > [2053985543, 2053985633]
2053985581 > [2053985533, 2053985573]
2053985580 > [2053985699, 2053985769]
2053985582 > [2053985655, 2053985524]
276578104 > [276578105, 276578103]
2053985577 > [2053985730]
276578105 > [276578106, 276578104]
276578106 > [276578107, 276578105]
276578107 > [276577833, 276578106]
276578100 > [276578099, 276578101]
2053985573 > [2053985581, 2053985636]
276578101 > [276578102]
2053985572 > [2053985636]
276578102 > [276578103, 276578101]
